OTU_ID,genus,taxa_consensus,abundance,phylum,class,order,family,species,evalue,similarity,coverage,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
03f9a2a767c45faa8198c4b461c9f5f5774b7a10,Stagonosporopsis,100,344,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Stagonosporopsis_sp|SH0985300.09FU,6.37e-73,100,100,plant_pathogen,,
046533c78bcd24e22ed58aca3cfb57ebe900b186,Tomentella,100,187,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH1140691.09FU,1.43e-108,100,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
0479e6204f66b1f28ebf72b0c616129c9e0bb793,Rhizoglomus,100,194,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus_sp|SH1148165.09FU,1.08e-90,97.101,100,arbuscular_mycorrhizal,,
04c032be938e4318ff002f76a94ce5bacbe2d7da,Clavulina,100,143,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina_sp|SH1202337.09FU,2.54e-112,97.531,99.59016393442623,ectomycorrhizal,contact,/clavulina
0507b7b68ba6ad88aed308e7d7601c1a99cc0d92,Cladophialophora,100,57,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_sp|SH1280524.09FU,1.72e-87,99.454,100,soil_saprotroph,,
05daee6fa73389bd83498909bb2bb272ce7a0d4f,Delicatula,100,376,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Delicatula_sp|SH1202649.09FU,6.46e-100,99.515,100,litter_saprotroph,,
05f51129eba47afe125637e215c96166f5e1d3c8,Myrmecridium,100,1469,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium_schulzeri|SH0980706.09FU,4.54e-68,100,100,soil_saprotroph,,
06cf31b2a35d0e226202c32183569760de714818,Claroideoglomus,100,643,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_sp|SH0922248.09FU,7.7e-93,95.814,98.62385321100918,arbuscular_mycorrhizal,,
0737472272dd0d9e4aea7f3484a7cfc129d5652f,Rhizoctonia,100,5338,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia_solani|SH1183329.09FU,1.51e-121,100,100,plant_pathogen,,
07f243ec8aa0bfd9cd54fd25ae9ebdabbc52276b,Scolecobasidium,100,407,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium_sp|SH0939115.09FU,4.37e-75,100,100,animal_parasite,,
08122ec8192500939a6d7c9f63e059a65c7bbf60,Rhizophagus,100,589,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_irregularis|SH0908033.09FU,3.46e-97,97.642,100,arbuscular_mycorrhizal,,
087df730acc9aad73afbf7cfbfcdbd12e432fbc0,Paecilomyces,100,116,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Paecilomyces_fulvus|SH1126455.09FU,1.24e-82,99.425,100,foliar_endophyte,,
092ea42ae1ad4f076625d79a62869adf74ce9c47,Sistotremastrum,100,152,Basidiomycota,Agaricomycetes,Sistotremastrales,Sistotremastraceae,Sistotremastrum_sp|SH0893876.09FU,1.11e-96,100,100,wood_saprotroph,,
0a08247478102dac9873b9705d23cabc289c0a01,Phyllosticta,100,4770,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta_sp|SH1058924.09FU,1.3e-62,95.395,99.34640522875817,plant_pathogen,,
0a35340fd4d8ff0a78f5641fd6186e2a0fad9cbf,Articulospora,100,172,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora_sp|SH0960943.09FU,1.35e-68,99.324,100,litter_saprotroph,,
0a465792029599a54e1bd61015423ffda0e64bc5,Talaromyces,100,306,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1286762.09FU,3.51e-83,100,100,unspecified_saprotroph,,
0a5637891e6e9ed26af41cfb973089c44fc7f9b4,Lactarius,100,8694,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius_sp|SH1209438.09FU,7.81e-126,97.07,100,ectomycorrhizal,medium-distance_smooth,/russula-lactarius
0abeb0622c9f06193299e0c41e2177803c70e6a5,Leohumicola,100,52968,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola_verrucosa|SH0982661.09FU,1.61e-67,99.315,100,soil_saprotroph,,
0b5d78655a49b13621e0664bacfdfa3d0a936a1f,Keissleriella,100,882,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella_gloeospora|SH0906697.09FU,2.64e-71,100,100,wood_saprotroph,,
0b88c51a891f55831e8d7ccc226ed179dfa79a0b,Preussia,100,1186,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_sp|SH0981527.09FU,6.37e-73,100,100,dung_saprotroph,,
0b8cdb847d6d7fdec9b555427edbf13fd30a5e33,Mycena,100,508,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena_sp|SH1034825.09FU,8.09e-99,98.104,100,litter_saprotroph,,
0b99541e3f3ea9c9e56bda257abb17d46681f5b3,Rhizoglomus,100,139,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus_sp|SH1148165.09FU,1.83e-68,88.835,100,arbuscular_mycorrhizal,,
0bfb8dd941b27a427213f2333ad9537a0840a905,Paraconiothyrium,100,1070,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium_sp|SH1291798.09FU,2.64e-71,100,100,wood_saprotroph,,
0bfddd7aad6dbc20004583d70107bf3380b18167,Pectenia,100,293,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia_sp|SH1012788.09FU,5.43e-67,100,100,lichenized,,
0cd8deaa44334d7ff3c1fe0bb092e8a136c02148,Cenococcum,100,43950,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum_sp|SH0990674.09FU,3.79e-69,100,94.19354838709677,ectomycorrhizal,short-distance_coarse,/cenococcum
0cdbe1bb520c7acbeb30d9c5f017f8728f06f941,Hypochnicium,100,150,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium_sp|SH1210741.09FU,7.37e-93,98.02,98.53658536585365,wood_saprotroph,,
0d7e6ebae9ae87b8c5c0042679432ff965586c6b,Inocybe,100,176,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe_sp|SH1278229.09FU,2.48e-85,99.441,100,ectomycorrhizal,short-distance_delicate,/inocybe
0de10d51465a46ba487cb0e3c88e25a427f06696,Papiliotrema,100,292,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema_sp|SH0960134.09FU,2.03e-86,100,100,mycoparasite,,
0e612ab0027cbbba2306e5aee8913ec1be404fd5,Pyrenochaetopsis,100,403,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis_sp|SH0994472.09FU,4.54e-68,100,100,foliar_endophyte,,
0e80ff2b1e3f32f60a028fe808b8ffa8750912fc,Pseudosigmoidea,100,162,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea_sp|SH0939150.09FU,1.15e-69,98.065,100,soil_saprotroph,,
0f491263816adbe57751a9e8d61c4074275ec7f9,Trechispora,100,775,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora_sp|SH1300243.09FU,4.99e-95,97.585,100,wood_saprotroph,,
0f8193ee9ea03dcf1edd1886989c334f8f9799d2,Ruhlandiella,100,597033,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella_sp|SH0957857.09FU,4.21e-76,96.089,100,ectomycorrhizal,short-distance_coarse,/terfezia-peziza_depressa
0f9c0ea8db8b89db4e6e068fdfb0ce042745c9a3,Knufia,100,261,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia_sp|SH1070878.09FU,6.08e-80,100,100,soil_saprotroph,,
1039ef328fd9e4ca490bf48e757e60c4953fa474,Trichoderma,100,2255,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_sp|SH0961559.09FU,4.22e-82,100,100,mycoparasite,,
107568d250340d5e452c9fa7ab825f1baff8d991,Sebacina,100,68080,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina_sp|SH1232126.09FU,7.03e-93,98.485,100,ectomycorrhizal,short-distance_delicate,/sebacina
1099696dacda38370637d5d4859055f02eb8e509,Phaeosphaeria,100,305,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_sp|SH1098771.09FU,6.37e-73,100,100,litter_saprotroph,,
10c6ee0ab382cdfc2b47600c704a0599f1920784,Fusarium,100,93039,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_oxysporum|SH1060460.09FU,9.14e-71,100,100,plant_pathogen,,
11260b01da9e63b008df6771afde9e821780c415,Didymella,100,1371,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella_sp|SH0985300.09FU,6.37e-73,100,91.61676646706587,plant_pathogen,,
11462076e6941c05533eb046645673597b954262,Microdochium,100,1010,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium_ratticaudae|SH0946104.09FU,2.11e-79,100,94.82758620689656,plant_pathogen,,
115a9590ef54e3c3b9ee95fdf21cb58c1dc98105,Leohumicola,100,1891,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola_sp|SH0982695.09FU,1.31e-68,100,100,soil_saprotroph,,
116ec00dfa4e0a708df529020935875931f5f57b,Talaromyces,100,421,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces_sp|SH1288500.09FU,4.54e-75,98.765,100,unspecified_saprotroph,,
11cd00768cc1ad82a67d5cad66d92c0b9ffe3ab9,Pezicula,100,365,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula_rhizophila|SH0975571.09FU,1.93e-66,99.306,100,root_endophyte,,
11fdaa031a5a78543465f3ec0653ed6c9c10a6f1,Fusarium,100,311,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_sp|SH1060460.09FU,1.12e-69,99.333,100,plant_pathogen,,
12e8dc6d592971c6f768d47712152ce770a930a0,Russula,100,144,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula_sp|SH1206773.09FU,1.43e-108,100,100,ectomycorrhizal,contact,/russula-lactarius
12f9f95f0507ce2db73a43eb5f8b280fc6e98a3c,Melanconiella,100,127799,Ascomycota,Sordariomycetes,Diaporthales,Melanconidaceae,Melanconiella_sp|SH0885354.09FU,9.69e-98,98.551,99.51923076923077,wood_saprotroph,,
144527ea408971bf7e22c4e4a47d883375ce14a7,Rhizophagus,100,513,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_irregularis|SH0908101.09FU,9.33e-92,96.729,100,arbuscular_mycorrhizal,,
15618a8029c5fe03dfae7c87a64d591178812077,Devriesia,100,326,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Devriesia_sp|SH1020982.09FU,1.57e-67,100,100,plant_pathogen,,
1662fa7fae958fa3378c6befe3dd3e415173214f,Coniochaeta,100,1281,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_sp|SH0932934.09FU,1.81e-73,100,100,unspecified_saprotroph,,
168ffe74a0d83f7b4e2de441fe0ff5c7fd9efffa,Knufia,100,2174,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia_sp|SH1070688.09FU,5.07e-81,100,100,soil_saprotroph,,
1786d0bf2fb6ca68e1f992106b433fc7ea980d4d,Sakaguchia,100,710,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia_sp|SH1223411.09FU,3.11e-91,96.585,100,unspecified_saprotroph,,
179db65e77d8e36e48d9671b412c20be737778df,Rhizoglomus,100,148,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus_sp|SH1148164.09FU,1.25e-83,95.455,98.01980198019803,arbuscular_mycorrhizal,,
17b02baf4a11dd2dddf91e7801a2270f02fb6c5c,Campanella,100,46798,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Campanella_keralensis|SH1095229.09FU,6.43e-127,97.091,100,litter_saprotroph,,
17b0cc03a698fc15fc5d650f9666edf85ad2b4ff,Leohumicola,100,156,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola_sp|SH0982661.09FU,1.61e-67,99.315,100,soil_saprotroph,,
17f0a9d3324d2015fce52f43b2dd4c9312e708ac,Phoma,100,453,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_sp|SH0985285.09FU,1.81e-73,100,100,plant_pathogen,,
184531356b6e6606216bf94695d87877bd7363fd,Phoma,100,4569,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_sp|SH0994498.09FU,3.79e-69,100,100,plant_pathogen,,
187fe6735d084e80fab4eaeee7947e1d390b7178,Exophiala,100,140,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala_sp|SH1072505.09FU,2.37e-92,99.479,100,animal_parasite,,
18e7ed3fed0c13764317a63159e8987c32c8f625,Oliveonia,100,261,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia_sp|SH1090652.09FU,1.02e-90,98.454,100,wood_saprotroph,,
197cb4646d7f1b0a5038aed177ba72f47b51be51,Lectera,100,484,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera_sp|SH1078261.09FU,1.01e-83,100,100,plant_pathogen,,
1999700bd24c9a055906585020378fb202aa1d86,Umbelopsis,100,174,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis_sp|SH0908901.09FU,3.41e-110,100,100,soil_saprotroph,,
1b089f4f419b450023c3878e153e7de1a9b8c934,Tomentella,100,68199,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH1154990.09FU,2.11e-106,99.541,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
1b10ec6dcade933cc50a67ee4aa68eb5905bedbb,Arnium,100,309,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium_sp|SH1003485.09FU,1.35e-68,99.324,100,dung_saprotroph,,
1b2deb24cd1847bd3b8acf3af95a6cbc1196763b,Inocybe,100,4545,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe_sp|SH1213000.09FU,3.39e-78,92.344,100,ectomycorrhizal,short-distance_delicate,/inocybe
1b30f8d0f5d6137119e481e82eb73f3ebce968c3,Hongkongmyces,100,1505,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Hongkongmyces_pedis|SH1058926.09FU,1.71e-67,97.386,100,animal_parasite,,
1ca6a0c35bb6e51a1c18f7b60c1b5a9d53b582a1,Oliveonia,100,456,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia_sp|SH1090666.09FU,7.11e-80,95.238,99.47368421052632,wood_saprotroph,,
1cd809c79c378f88a19458fd701265d0964076d5,Chaetosphaeria,100,88,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria_sp|SH1029107.09FU,1.36e-68,99.324,100,litter_saprotroph,,
1d0dea45addc8f09dc7228eb12f2d9a587f511bd,Pleurophoma,100,261,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Pleurophoma_sp|SH0958208.09FU,6.37e-73,100,100,plant_pathogen,,
1d201b0fbc5f7da29943eec05a1b40a05aff329c,Penicillium,100,565,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_sp|SH1225643.09FU,2.53e-78,100,100,unspecified_saprotroph,,
1da101a41fbaf4c1f0c19d111cbba7ad748ac843,Mortierella,100,162,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella_alpina|SH0890039.09FU,4.34e-122,100,100,soil_saprotroph,,
1dc0c5b7ace0ff2ab1f37cc19121091ea8afbae7,Chaetomium,100,173,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_sp|SH0971563.09FU,2.05e-66,97.351,100,litter_saprotroph,,
1e3216570f7308ec621cecd19a7c63e7bcbd6564,Marasmius,100,46200,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius_sp|SH1168234.09FU,2.66e-151,99.668,100,litter_saprotroph,,
1e63ba936052261cc4eaff407ad9464087a7368d,Archaeorhizomyces,100,140,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces_sp|SH1095685.09FU,2.7e-38,90.4,100,soil_saprotroph,,
1e6b570c51c4bddb96cebb8f9d8afc8932e46ac5,Tulasnella,100,623,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_sp|SH0919816.09FU,1.04e-90,97.98,100,litter_saprotroph,,
1f19986d7a1b67c3e8961dc5829e90f6cf2a9312,Sakaguchia,100,1118,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia_sp|SH1223443.09FU,1.16e-96,98.537,100,unspecified_saprotroph,,
1f77533de03a8e235a07bad46923f582d78aa99d,Rhizoglomus,100,437,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus_sp|SH1148165.09FU,9.53e-98,99.029,100,arbuscular_mycorrhizal,,
1fdebebebe29b58f4c1a5353a7a35dbfaa7596ca,Tomentella,100,417,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella_sp|SH0927533.09FU,1.1e-103,98.182,100,ectomycorrhizal,medium-distance_smooth,/tomentella-thelephora
20e863835fb4228fb74596b138c31a381603beeb,Archaeorhizomyces,100,130,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces_sp|SH1022149.09FU,3.36e-56,99.213,100,soil_saprotroph,,
21135582a3b7d3867e5294a0603789e276df97ba,Calonectria,100,85,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria_sp|SH0972861.09FU,4.22e-82,100,100,plant_pathogen,,
21449782fa3267b396e036309971c35230eb3309,Glomeraceae_gen_Incertae_sedis,100,92,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_sp|SH1030396.09FU,2.92e-72,93.264,96.98492462311557,arbuscular_mycorrhizal,NA,NA
217b8675bc6244f1d23a5f1ad426493b328d8ca3,Acremonium,100,459,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium_sp|SH0885388.09FU,8.44e-85,100,100,unspecified_saprotroph,,
219ec95a474f2b4c5379133ab178528793bbe63e,Phyllosticta,100,158,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta_sp|SH1058924.09FU,7.7e-53,91.275,97.38562091503267,plant_pathogen,,
2234d34d20f7f91716664d165a4bbaaa8ec5d153,Metacordyceps,100,395,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps_sp|SH1111254.09FU,1.6e-94,100,100,animal_parasite,,
2237eb316eaf4264f425c57dcdca452d5c656378,Dactylonectria,100,482,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria_torresensis|SH0972898.09FU,1.05e-76,100,100,plant_pathogen,,
23b3a6f55c17ae965ba21b5f8127e12d8704d6b5,Rhizophagus,100,123,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_sp|SH1148161.09FU,7.1e-68,87.963,100,arbuscular_mycorrhizal,,
23be8db15e11798be3d6abe7d4d70d9345cded9b,Cladophialophora,100,614,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_sp|SH1289196.09FU,3.51e-83,100,100,soil_saprotroph,,
23e961ca2f251954c604258c950521c0175d13c8,Leptosphaeria,100,5817,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_sp|SH1169472.09FU,3.24e-70,99.338,100,plant_pathogen,,
2420716f4cc0774253dfdb96efceec8524061a1a,Hypochnicium,100,23771,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium_sp|SH1210741.09FU,7.32e-93,97.073,100,wood_saprotroph,,
24935efe7e9f78647d4f00b75202f3b71a2fbf1b,Capronia,100,167,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_sp|SH0910295.09FU,2.93e-71,96.97,100,soil_saprotroph,,
249aeea0b548a2a9f2c9566d0815048ed5841bde,Helicosporium,100,131,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicosporium_sp|SH0940396.09FU,2.88e-58,92.857,100,wood_saprotroph,,
24a7564f31f323572ab2f99d2a34c1a88c3e7c03,Amanita,100,20232,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita_sp|SH1070536.09FU,1.26e-75,100,100,ectomycorrhizal,contact,/amanita
252c92c420d978f3d420704c9ce7c6d3e9d1de10,Oidiodendron,100,102,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron_sp|SH0974148.09FU,1.46e-61,98.561,99.28571428571429,soil_saprotroph,,
253cca54e7f8345b4f977393d1cbab3410d61733,Leohumicola,100,208,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola_sp|SH0982661.09FU,3.79e-69,100,100,soil_saprotroph,,
255cb72f9d4685db5e4a952b35c83c01fbe7eb48,Glomus,100,234,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_sp|SH0977307.09FU,1.7e-81,95.855,100,arbuscular_mycorrhizal,,
25ab63d1e0309e820735a1f22e869fe51fd711f0,Hydropus,100,30091,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hydropus_sp|SH1253909.09FU,3.56e-90,98.462,100,litter_saprotroph,unknown,/hydropus
26689c4a54007fc7a157def8c735582dab8ded7d,Periconia,100,258,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia_sp|SH0949705.09FU,1.51e-74,100,96.29629629629629,plant_pathogen,,
268014446c991090f1e3f8c13c394b46b1bbe862,Conlarium,100,152,Ascomycota,Sordariomycetes,Atractosporales,Conlariaceae,Conlarium_sp|SH0953374.09FU,1.3e-75,99.387,100,wood_saprotroph,,
2742f48aa0ce05d3911448e9c07f7a741b97e9da,Glomeromycota_gen_Incertae_sedis,100,1373,Glomeromycota,Glomeromycota_cls_Incertae_sedis,Glomeromycota_ord_Incertae_sedis,Glomeromycota_fam_Incertae_sedis,Glomeromycota_sp|SH0892522.09FU,2.87e-78,96.133,95.76719576719577,arbuscular_mycorrhizal,NA,NA
276659a4021543d384655335cd37f99427fa77e5,Auricularia,100,975,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia_sp|SH1090764.09FU,2.15e-80,96.257,95.40816326530613,wood_saprotroph,,
279558f0739699ec2536179a33cbab4fb88e5d1c,Robillarda,100,1678,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Robillarda_sessilis|SH1264550.09FU,6.37e-73,100,100,litter_saprotroph,,
27d4881335ad511c02da784371422802e55bf62c,Crinipellis,100,7442,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Crinipellis_sp|SH1213782.09FU,8.57e-125,100,100,litter_saprotroph,,
